rate_id,rate_date,from_currency,to_currency,exchange_rate,created_at
5434,2024-11-15,USD,CAD,1.031027,2026-03-01 20:26:44
5435,2024-11-16,USD,CAD,1.037362,2026-03-01 20:26:44
5436,2024-11-17,USD,CAD,1.039035,2026-03-01 20:26:44
5437,2024-11-18,USD,CAD,1.04371,2026-03-01 20:26:44
5438,2024-11-19,USD,CAD,1.037676,2026-03-01 20:26:44
5439,2024-11-20,USD,CAD,1.042412,2026-03-01 20:26:44
5440,2024-11-21,USD,CAD,1.050962,2026-03-01 20:26:44
5441,2024-11-22,USD,CAD,1.045881,2026-03-01 20:26:44
5442,2024-11-23,USD,CAD,1.048834,2026-03-01 20:26:44
5443,2024-11-24,USD,CAD,1.048832,2026-03-01 20:26:44
5444,2024-11-25,USD,CAD,1.042906,2026-03-01 20:26:44
5445,2024-11-26,USD,CAD,1.044784,2026-03-01 20:26:44
5446,2024-11-27,USD,CAD,1.047973,2026-03-01 20:26:44
5447,2024-11-28,USD,CAD,1.045661,2026-03-01 20:26:44
5448,2024-11-29,USD,CAD,1.05013,2026-03-01 20:26:44
5449,2024-11-30,USD,CAD,1.04373,2026-03-01 20:26:44
5450,2024-12-01,USD,CAD,1.038022,2026-03-01 20:26:44
5451,2024-12-02,USD,CAD,1.038535,2026-03-01 20:26:44
5452,2024-12-03,USD,CAD,1.038624,2026-03-01 20:26:44
5453,2024-12-04,USD,CAD,1.035894,2026-03-01 20:26:44
5454,2024-12-05,USD,CAD,1.038964,2026-03-01 20:26:44
5455,2024-12-06,USD,CAD,1.04098,2026-03-01 20:26:44
5456,2024-12-07,USD,CAD,1.044252,2026-03-01 20:26:44
5457,2024-12-08,USD,CAD,1.043774,2026-03-01 20:26:44
5458,2024-12-09,USD,CAD,1.046074,2026-03-01 20:26:44
5459,2024-12-10,USD,CAD,1.04436,2026-03-01 20:26:44
5460,2024-12-11,USD,CAD,1.052241,2026-03-01 20:26:44
5461,2024-12-12,USD,CAD,1.049106,2026-03-01 20:26:44
5462,2024-12-13,USD,CAD,1.057223,2026-03-01 20:26:44
5463,2024-12-14,USD,CAD,1.057351,2026-03-01 20:26:44
5464,2024-12-15,USD,CAD,1.052029,2026-03-01 20:26:44
5465,2024-12-16,USD,CAD,1.057308,2026-03-01 20:26:44
5466,2024-12-17,USD,CAD,1.057789,2026-03-01 20:26:44
5467,2024-12-18,USD,CAD,1.061086,2026-03-01 20:26:44
5468,2024-12-19,USD,CAD,1.065847,2026-03-01 20:26:44
5469,2024-12-20,USD,CAD,1.067161,2026-03-01 20:26:44
5470,2024-12-21,USD,CAD,1.06484,2026-03-01 20:26:44
5471,2024-12-22,USD,CAD,1.068647,2026-03-01 20:26:44
5472,2024-12-23,USD,CAD,1.068643,2026-03-01 20:26:44
5473,2024-12-24,USD,CAD,1.071324,2026-03-01 20:26:44
5474,2024-12-25,USD,CAD,1.062896,2026-03-01 20:26:44
5475,2024-12-26,USD,CAD,1.064631,2026-03-01 20:26:44
5476,2024-12-27,USD,CAD,1.062136,2026-03-01 20:26:44
5477,2024-12-28,USD,CAD,1.068583,2026-03-01 20:26:44
5478,2024-12-29,USD,CAD,1.071018,2026-03-01 20:26:44
5479,2024-12-30,USD,CAD,1.071952,2026-03-01 20:26:44
5480,2024-12-31,USD,CAD,1.073857,2026-03-01 20:26:44
5481,2022-01-01,USD,GBP,0.736906,2026-03-01 20:26:44
5482,2022-01-02,USD,GBP,0.741926,2026-03-01 20:26:44
5483,2022-01-03,USD,GBP,0.748132,2026-03-01 20:26:44
5484,2022-01-04,USD,GBP,0.749357,2026-03-01 20:26:44
5485,2022-01-05,USD,GBP,0.754357,2026-03-01 20:26:44
5486,2022-01-06,USD,GBP,0.752555,2026-03-01 20:26:44
5487,2022-01-07,USD,GBP,0.750041,2026-03-01 20:26:44
5488,2022-01-08,USD,GBP,0.750163,2026-03-01 20:26:44
5489,2022-01-09,USD,GBP,0.751524,2026-03-01 20:26:44
5490,2022-01-10,USD,GBP,0.750278,2026-03-01 20:26:44
5491,2022-01-11,USD,GBP,0.751963,2026-03-01 20:26:44
5492,2022-01-12,USD,GBP,0.752922,2026-03-01 20:26:44
5493,2022-01-13,USD,GBP,0.749774,2026-03-01 20:26:44
5494,2022-01-14,USD,GBP,0.751398,2026-03-01 20:26:44
5495,2022-01-15,USD,GBP,0.754114,2026-03-01 20:26:44
5496,2022-01-16,USD,GBP,0.754649,2026-03-01 20:26:44
5497,2022-01-17,USD,GBP,0.758293,2026-03-01 20:26:44
5498,2022-01-18,USD,GBP,0.754431,2026-03-01 20:26:44
5499,2022-01-19,USD,GBP,0.755904,2026-03-01 20:26:44
5500,2022-01-20,USD,GBP,0.752202,2026-03-01 20:26:44
5501,2022-01-21,USD,GBP,0.748695,2026-03-01 20:26:44
5502,2022-01-22,USD,GBP,0.746713,2026-03-01 20:26:44
5503,2022-01-23,USD,GBP,0.743767,2026-03-01 20:26:44
5504,2022-01-24,USD,GBP,0.742055,2026-03-01 20:26:44
5505,2022-01-25,USD,GBP,0.741384,2026-03-01 20:26:44
5506,2022-01-26,USD,GBP,0.743981,2026-03-01 20:26:44
5507,2022-01-27,USD,GBP,0.742974,2026-03-01 20:26:44
5508,2022-01-28,USD,GBP,0.738051,2026-03-01 20:26:44
5509,2022-01-29,USD,GBP,0.741576,2026-03-01 20:26:44
5510,2022-01-30,USD,GBP,0.738975,2026-03-01 20:26:44
5511,2022-01-31,USD,GBP,0.738787,2026-03-01 20:26:44
5512,2022-02-01,USD,GBP,0.740163,2026-03-01 20:26:44
5513,2022-02-02,USD,GBP,0.740776,2026-03-01 20:26:44
5514,2022-02-03,USD,GBP,0.744171,2026-03-01 20:26:44
5515,2022-02-04,USD,GBP,0.745658,2026-03-01 20:26:44
5516,2022-02-05,USD,GBP,0.742967,2026-03-01 20:26:44
5517,2022-02-06,USD,GBP,0.74977,2026-03-01 20:26:44
5518,2022-02-07,USD,GBP,0.750373,2026-03-01 20:26:44
5519,2022-02-08,USD,GBP,0.749904,2026-03-01 20:26:44
5520,2022-02-09,USD,GBP,0.75293,2026-03-01 20:26:44
5521,2022-02-10,USD,GBP,0.753711,2026-03-01 20:26:44
5522,2022-02-11,USD,GBP,0.754965,2026-03-01 20:26:44
5523,2022-02-12,USD,GBP,0.762878,2026-03-01 20:26:44
5524,2022-02-13,USD,GBP,0.761993,2026-03-01 20:26:44
5525,2022-02-14,USD,GBP,0.760973,2026-03-01 20:26:44
5526,2022-02-15,USD,GBP,0.761338,2026-03-01 20:26:44
5527,2022-02-16,USD,GBP,0.764755,2026-03-01 20:26:44
5528,2022-02-17,USD,GBP,0.759939,2026-03-01 20:26:44
5529,2022-02-18,USD,GBP,0.753704,2026-03-01 20:26:44
5530,2022-02-19,USD,GBP,0.751846,2026-03-01 20:26:44
5531,2022-02-20,USD,GBP,0.746713,2026-03-01 20:26:44
5532,2022-02-21,USD,GBP,0.74538,2026-03-01 20:26:44
5533,2022-02-22,USD,GBP,0.746943,2026-03-01 20:26:44
5534,2022-02-23,USD,GBP,0.744156,2026-03-01 20:26:44
5535,2022-02-24,USD,GBP,0.739716,2026-03-01 20:26:44
5536,2022-02-25,USD,GBP,0.739925,2026-03-01 20:26:44
5537,2022-02-26,USD,GBP,0.742596,2026-03-01 20:26:44
5538,2022-02-27,USD,GBP,0.737337,2026-03-01 20:26:44
5539,2022-02-28,USD,GBP,0.739868,2026-03-01 20:26:44
5540,2022-03-01,USD,GBP,0.742397,2026-03-01 20:26:44
5541,2022-03-02,USD,GBP,0.745363,2026-03-01 20:26:44
5542,2022-03-03,USD,GBP,0.749169,2026-03-01 20:26:44
5543,2022-03-04,USD,GBP,0.756102,2026-03-01 20:26:44
5544,2022-03-05,USD,GBP,0.754969,2026-03-01 20:26:44
5545,2022-03-06,USD,GBP,0.755309,2026-03-01 20:26:44
5546,2022-03-07,USD,GBP,0.753986,2026-03-01 20:26:44
5547,2022-03-08,USD,GBP,0.753986,2026-03-01 20:26:44
5548,2022-03-09,USD,GBP,0.758834,2026-03-01 20:26:44
5549,2022-03-10,USD,GBP,0.754566,2026-03-01 20:26:44
5550,2022-03-11,USD,GBP,0.751844,2026-03-01 20:26:44
5551,2022-03-12,USD,GBP,0.756185,2026-03-01 20:26:44
5552,2022-03-13,USD,GBP,0.759415,2026-03-01 20:26:44
5553,2022-03-14,USD,GBP,0.758255,2026-03-01 20:26:44
5554,2022-03-15,USD,GBP,0.760966,2026-03-01 20:26:44
5555,2022-03-16,USD,GBP,0.762047,2026-03-01 20:26:44
5556,2022-03-17,USD,GBP,0.766843,2026-03-01 20:26:44
5557,2022-03-18,USD,GBP,0.767076,2026-03-01 20:26:44
5558,2022-03-19,USD,GBP,0.77037,2026-03-01 20:26:44
5559,2022-03-20,USD,GBP,0.778933,2026-03-01 20:26:44
5560,2022-03-21,USD,GBP,0.78088,2026-03-01 20:26:44
5561,2022-03-22,USD,GBP,0.781034,2026-03-01 20:26:44
5562,2022-03-23,USD,GBP,0.783394,2026-03-01 20:26:44
5563,2022-03-24,USD,GBP,0.78219,2026-03-01 20:26:44
5564,2022-03-25,USD,GBP,0.790043,2026-03-01 20:26:44
5565,2022-03-26,USD,GBP,0.790632,2026-03-01 20:26:44
5566,2022-03-27,USD,GBP,0.789722,2026-03-01 20:26:44
5567,2022-03-28,USD,GBP,0.786957,2026-03-01 20:26:44
5568,2022-03-29,USD,GBP,0.790574,2026-03-01 20:26:44
5569,2022-03-30,USD,GBP,0.793443,2026-03-01 20:26:44
5570,2022-03-31,USD,GBP,0.791785,2026-03-01 20:26:44
5571,2022-04-01,USD,GBP,0.793692,2026-03-01 20:26:44
5572,2022-04-02,USD,GBP,0.788687,2026-03-01 20:26:44
5573,2022-04-03,USD,GBP,0.789291,2026-03-01 20:26:44
5574,2022-04-04,USD,GBP,0.790782,2026-03-01 20:26:44
5575,2022-04-05,USD,GBP,0.796449,2026-03-01 20:26:44
5576,2022-04-06,USD,GBP,0.793875,2026-03-01 20:26:44
5577,2022-04-07,USD,GBP,0.78963,2026-03-01 20:26:44
5578,2022-04-08,USD,GBP,0.786668,2026-03-01 20:26:44
5579,2022-04-09,USD,GBP,0.782271,2026-03-01 20:26:44
5580,2022-04-10,USD,GBP,0.786655,2026-03-01 20:26:44
5581,2022-04-11,USD,GBP,0.791765,2026-03-01 20:26:44
5582,2022-04-12,USD,GBP,0.792821,2026-03-01 20:26:44
5583,2022-04-13,USD,GBP,0.796879,2026-03-01 20:26:44
5584,2022-04-14,USD,GBP,0.797319,2026-03-01 20:26:44
5585,2022-04-15,USD,GBP,0.796994,2026-03-01 20:26:44
5586,2022-04-16,USD,GBP,0.795877,2026-03-01 20:26:44
5587,2022-04-17,USD,GBP,0.794836,2026-03-01 20:26:44
5588,2022-04-18,USD,GBP,0.789694,2026-03-01 20:26:44
5589,2022-04-19,USD,GBP,0.790562,2026-03-01 20:26:44
5590,2022-04-20,USD,GBP,0.790421,2026-03-01 20:26:44
5591,2022-04-21,USD,GBP,0.792885,2026-03-01 20:26:44
5592,2022-04-22,USD,GBP,0.793189,2026-03-01 20:26:44
5593,2022-04-23,USD,GBP,0.792642,2026-03-01 20:26:44
5594,2022-04-24,USD,GBP,0.789748,2026-03-01 20:26:44
5595,2022-04-25,USD,GBP,0.78998,2026-03-01 20:26:44
5596,2022-04-26,USD,GBP,0.792419,2026-03-01 20:26:44
5597,2022-04-27,USD,GBP,0.788627,2026-03-01 20:26:44
5598,2022-04-28,USD,GBP,0.788909,2026-03-01 20:26:44
5599,2022-04-29,USD,GBP,0.789673,2026-03-01 20:26:44
5600,2022-04-30,USD,GBP,0.787295,2026-03-01 20:26:44
5601,2022-05-01,USD,GBP,0.785352,2026-03-01 20:26:44
5602,2022-05-02,USD,GBP,0.786104,2026-03-01 20:26:44
5603,2022-05-03,USD,GBP,0.782375,2026-03-01 20:26:44
5604,2022-05-04,USD,GBP,0.783516,2026-03-01 20:26:44
5605,2022-05-05,USD,GBP,0.780577,2026-03-01 20:26:44
5606,2022-05-06,USD,GBP,0.784052,2026-03-01 20:26:44
5607,2022-05-07,USD,GBP,0.791758,2026-03-01 20:26:44
5608,2022-05-08,USD,GBP,0.788902,2026-03-01 20:26:44
5609,2022-05-09,USD,GBP,0.790662,2026-03-01 20:26:44
5610,2022-05-10,USD,GBP,0.788253,2026-03-01 20:26:44
5611,2022-05-11,USD,GBP,0.791689,2026-03-01 20:26:44
5612,2022-05-12,USD,GBP,0.787499,2026-03-01 20:26:44
5613,2022-05-13,USD,GBP,0.789078,2026-03-01 20:26:44
5614,2022-05-14,USD,GBP,0.786192,2026-03-01 20:26:44
5615,2022-05-15,USD,GBP,0.785504,2026-03-01 20:26:44
5616,2022-05-16,USD,GBP,0.782113,2026-03-01 20:26:44
5617,2022-05-17,USD,GBP,0.784804,2026-03-01 20:26:44
5618,2022-05-18,USD,GBP,0.782052,2026-03-01 20:26:44
5619,2022-05-19,USD,GBP,0.783854,2026-03-01 20:26:44
5620,2022-05-20,USD,GBP,0.782719,2026-03-01 20:26:44
5621,2022-05-21,USD,GBP,0.782337,2026-03-01 20:26:44
5622,2022-05-22,USD,GBP,0.782814,2026-03-01 20:26:44
5623,2022-05-23,USD,GBP,0.780314,2026-03-01 20:26:44
5624,2022-05-24,USD,GBP,0.780995,2026-03-01 20:26:44
5625,2022-05-25,USD,GBP,0.786009,2026-03-01 20:26:44
5626,2022-05-26,USD,GBP,0.783445,2026-03-01 20:26:44
5627,2022-05-27,USD,GBP,0.787292,2026-03-01 20:26:44
5628,2022-05-28,USD,GBP,0.792239,2026-03-01 20:26:44
5629,2022-05-29,USD,GBP,0.78953,2026-03-01 20:26:44
5630,2022-05-30,USD,GBP,0.784727,2026-03-01 20:26:44
5631,2022-05-31,USD,GBP,0.785713,2026-03-01 20:26:44
5632,2022-06-01,USD,GBP,0.783907,2026-03-01 20:26:44
5633,2022-06-02,USD,GBP,0.790058,2026-03-01 20:26:44
5634,2022-06-03,USD,GBP,0.790166,2026-03-01 20:26:44
5635,2022-06-04,USD,GBP,0.787509,2026-03-01 20:26:44
5636,2022-06-05,USD,GBP,0.783729,2026-03-01 20:26:44
5637,2022-06-06,USD,GBP,0.787307,2026-03-01 20:26:44
5638,2022-06-07,USD,GBP,0.785419,2026-03-01 20:26:44
5639,2022-06-08,USD,GBP,0.785556,2026-03-01 20:26:44
5640,2022-06-09,USD,GBP,0.7887,2026-03-01 20:26:44
5641,2022-06-10,USD,GBP,0.787095,2026-03-01 20:26:44
5642,2022-06-11,USD,GBP,0.786937,2026-03-01 20:26:44
5643,2022-06-12,USD,GBP,0.786875,2026-03-01 20:26:44
5644,2022-06-13,USD,GBP,0.789123,2026-03-01 20:26:44
5645,2022-06-14,USD,GBP,0.791071,2026-03-01 20:26:44
5646,2022-06-15,USD,GBP,0.790335,2026-03-01 20:26:44
5647,2022-06-16,USD,GBP,0.790539,2026-03-01 20:26:44
5648,2022-06-17,USD,GBP,0.789302,2026-03-01 20:26:44
5649,2022-06-18,USD,GBP,0.784427,2026-03-01 20:26:44
5650,2022-06-19,USD,GBP,0.785266,2026-03-01 20:26:44
5651,2022-06-20,USD,GBP,0.791506,2026-03-01 20:26:44
5652,2022-06-21,USD,GBP,0.788576,2026-03-01 20:26:44
5653,2022-06-22,USD,GBP,0.78602,2026-03-01 20:26:44
5654,2022-06-23,USD,GBP,0.783153,2026-03-01 20:26:44
5655,2022-06-24,USD,GBP,0.785526,2026-03-01 20:26:44
5656,2022-06-25,USD,GBP,0.786995,2026-03-01 20:26:44
5657,2022-06-26,USD,GBP,0.786466,2026-03-01 20:26:44
5658,2022-06-27,USD,GBP,0.783442,2026-03-01 20:26:44
5659,2022-06-28,USD,GBP,0.783738,2026-03-01 20:26:44
5660,2022-06-29,USD,GBP,0.778613,2026-03-01 20:26:44
5661,2022-06-30,USD,GBP,0.779074,2026-03-01 20:26:44
5662,2022-07-01,USD,GBP,0.781916,2026-03-01 20:26:44
5663,2022-07-02,USD,GBP,0.777823,2026-03-01 20:26:44
5664,2022-07-03,USD,GBP,0.772841,2026-03-01 20:26:44
5665,2022-07-04,USD,GBP,0.777962,2026-03-01 20:26:44
5666,2022-07-05,USD,GBP,0.775965,2026-03-01 20:26:44
5667,2022-07-06,USD,GBP,0.779658,2026-03-01 20:26:44
5668,2022-07-07,USD,GBP,0.779149,2026-03-01 20:26:44
5669,2022-07-08,USD,GBP,0.778613,2026-03-01 20:26:44
5670,2022-07-09,USD,GBP,0.780037,2026-03-01 20:26:44
5671,2022-07-10,USD,GBP,0.777148,2026-03-01 20:26:44
5672,2022-07-11,USD,GBP,0.777573,2026-03-01 20:26:44
5673,2022-07-12,USD,GBP,0.776325,2026-03-01 20:26:44
5674,2022-07-13,USD,GBP,0.772037,2026-03-01 20:26:44
5675,2022-07-14,USD,GBP,0.773122,2026-03-01 20:26:44
5676,2022-07-15,USD,GBP,0.772264,2026-03-01 20:26:44
5677,2022-07-16,USD,GBP,0.771749,2026-03-01 20:26:44
5678,2022-07-17,USD,GBP,0.767842,2026-03-01 20:26:44
5679,2022-07-18,USD,GBP,0.772969,2026-03-01 20:26:44
5680,2022-07-19,USD,GBP,0.775805,2026-03-01 20:26:44
5681,2022-07-20,USD,GBP,0.778937,2026-03-01 20:26:44
5682,2022-07-21,USD,GBP,0.777934,2026-03-01 20:26:44
5683,2022-07-22,USD,GBP,0.772315,2026-03-01 20:26:44
5684,2022-07-23,USD,GBP,0.77865,2026-03-01 20:26:44
5685,2022-07-24,USD,GBP,0.778444,2026-03-01 20:26:44
5686,2022-07-25,USD,GBP,0.776,2026-03-01 20:26:44
5687,2022-07-26,USD,GBP,0.777348,2026-03-01 20:26:44
5688,2022-07-27,USD,GBP,0.78115,2026-03-01 20:26:44
5689,2022-07-28,USD,GBP,0.781068,2026-03-01 20:26:44
5690,2022-07-29,USD,GBP,0.785254,2026-03-01 20:26:44
5691,2022-07-30,USD,GBP,0.788816,2026-03-01 20:26:44
5692,2022-07-31,USD,GBP,0.785262,2026-03-01 20:26:44
5693,2022-08-01,USD,GBP,0.783043,2026-03-01 20:26:44
5694,2022-08-02,USD,GBP,0.786182,2026-03-01 20:26:44
5695,2022-08-03,USD,GBP,0.777295,2026-03-01 20:26:44
5696,2022-08-04,USD,GBP,0.776802,2026-03-01 20:26:44
5697,2022-08-05,USD,GBP,0.772155,2026-03-01 20:26:44
5698,2022-08-06,USD,GBP,0.770609,2026-03-01 20:26:44
5699,2022-08-07,USD,GBP,0.769639,2026-03-01 20:26:44
5700,2022-08-08,USD,GBP,0.768478,2026-03-01 20:26:44
5701,2022-08-09,USD,GBP,0.766696,2026-03-01 20:26:44
5702,2022-08-10,USD,GBP,0.763176,2026-03-01 20:26:44
5703,2022-08-11,USD,GBP,0.770528,2026-03-01 20:26:44
5704,2022-08-12,USD,GBP,0.77657,2026-03-01 20:26:44
5705,2022-08-13,USD,GBP,0.772794,2026-03-01 20:26:44
5706,2022-08-14,USD,GBP,0.777924,2026-03-01 20:26:44
5707,2022-08-15,USD,GBP,0.776617,2026-03-01 20:26:44
5708,2022-08-16,USD,GBP,0.77703,2026-03-01 20:26:44
5709,2022-08-17,USD,GBP,0.776818,2026-03-01 20:26:44
5710,2022-08-18,USD,GBP,0.774668,2026-03-01 20:26:44
5711,2022-08-19,USD,GBP,0.777859,2026-03-01 20:26:44
5712,2022-08-20,USD,GBP,0.778262,2026-03-01 20:26:44
5713,2022-08-21,USD,GBP,0.776704,2026-03-01 20:26:44
5714,2022-08-22,USD,GBP,0.772466,2026-03-01 20:26:44
5715,2022-08-23,USD,GBP,0.769574,2026-03-01 20:26:44
5716,2022-08-24,USD,GBP,0.764296,2026-03-01 20:26:44
5717,2022-08-25,USD,GBP,0.764329,2026-03-01 20:26:44
5718,2022-08-26,USD,GBP,0.760502,2026-03-01 20:26:44
5719,2022-08-27,USD,GBP,0.75965,2026-03-01 20:26:44
5720,2022-08-28,USD,GBP,0.764014,2026-03-01 20:26:44
5721,2022-08-29,USD,GBP,0.767854,2026-03-01 20:26:44
5722,2022-08-30,USD,GBP,0.767743,2026-03-01 20:26:44
5723,2022-08-31,USD,GBP,0.767456,2026-03-01 20:26:44
5724,2022-09-01,USD,GBP,0.773515,2026-03-01 20:26:44
5725,2022-09-02,USD,GBP,0.775196,2026-03-01 20:26:44
5726,2022-09-03,USD,GBP,0.774126,2026-03-01 20:26:44
5727,2022-09-04,USD,GBP,0.769511,2026-03-01 20:26:44
5728,2022-09-05,USD,GBP,0.770774,2026-03-01 20:26:44
5729,2022-09-06,USD,GBP,0.773449,2026-03-01 20:26:44
5730,2022-09-07,USD,GBP,0.771399,2026-03-01 20:26:44
5731,2022-09-08,USD,GBP,0.772333,2026-03-01 20:26:44
5732,2022-09-09,USD,GBP,0.771152,2026-03-01 20:26:44
5733,2022-09-10,USD,GBP,0.770551,2026-03-01 20:26:44
5734,2022-09-11,USD,GBP,0.762559,2026-03-01 20:26:44
5735,2022-09-12,USD,GBP,0.761844,2026-03-01 20:26:44
5736,2022-09-13,USD,GBP,0.764936,2026-03-01 20:26:44
5737,2022-09-14,USD,GBP,0.76291,2026-03-01 20:26:44
5738,2022-09-15,USD,GBP,0.763071,2026-03-01 20:26:44
5739,2022-09-16,USD,GBP,0.760653,2026-03-01 20:26:44
5740,2022-09-17,USD,GBP,0.761795,2026-03-01 20:26:44
5741,2022-09-18,USD,GBP,0.761098,2026-03-01 20:26:44
5742,2022-09-19,USD,GBP,0.758104,2026-03-01 20:26:44
5743,2022-09-20,USD,GBP,0.762339,2026-03-01 20:26:44
5744,2022-09-21,USD,GBP,0.765303,2026-03-01 20:26:44
5745,2022-09-22,USD,GBP,0.763361,2026-03-01 20:26:44
5746,2022-09-23,USD,GBP,0.764947,2026-03-01 20:26:44
5747,2022-09-24,USD,GBP,0.766663,2026-03-01 20:26:44
5748,2022-09-25,USD,GBP,0.768721,2026-03-01 20:26:44
5749,2022-09-26,USD,GBP,0.76328,2026-03-01 20:26:44
5750,2022-09-27,USD,GBP,0.766498,2026-03-01 20:26:44
5751,2022-09-28,USD,GBP,0.764665,2026-03-01 20:26:44
5752,2022-09-29,USD,GBP,0.763513,2026-03-01 20:26:44
5753,2022-09-30,USD,GBP,0.771987,2026-03-01 20:26:44
5754,2022-10-01,USD,GBP,0.772956,2026-03-01 20:26:44
5755,2022-10-02,USD,GBP,0.7717,2026-03-01 20:26:44
5756,2022-10-03,USD,GBP,0.7646,2026-03-01 20:26:44
5757,2022-10-04,USD,GBP,0.769056,2026-03-01 20:26:44
5758,2022-10-05,USD,GBP,0.764729,2026-03-01 20:26:44
5759,2022-10-06,USD,GBP,0.761516,2026-03-01 20:26:44
5760,2022-10-07,USD,GBP,0.760454,2026-03-01 20:26:44
5761,2022-10-08,USD,GBP,0.764971,2026-03-01 20:26:44
5762,2022-10-09,USD,GBP,0.767445,2026-03-01 20:26:44
5763,2022-10-10,USD,GBP,0.766931,2026-03-01 20:26:44
5764,2022-10-11,USD,GBP,0.767915,2026-03-01 20:26:44
5765,2022-10-12,USD,GBP,0.76598,2026-03-01 20:26:44
5766,2022-10-13,USD,GBP,0.766421,2026-03-01 20:26:44
5767,2022-10-14,USD,GBP,0.76665,2026-03-01 20:26:44
5768,2022-10-15,USD,GBP,0.76976,2026-03-01 20:26:44
5769,2022-10-16,USD,GBP,0.772877,2026-03-01 20:26:44
5770,2022-10-17,USD,GBP,0.77447,2026-03-01 20:26:44
5771,2022-10-18,USD,GBP,0.773289,2026-03-01 20:26:44
5772,2022-10-19,USD,GBP,0.775688,2026-03-01 20:26:44
5773,2022-10-20,USD,GBP,0.775383,2026-03-01 20:26:44
5774,2022-10-21,USD,GBP,0.771871,2026-03-01 20:26:44
5775,2022-10-22,USD,GBP,0.770562,2026-03-01 20:26:44
5776,2022-10-23,USD,GBP,0.770828,2026-03-01 20:26:44
5777,2022-10-24,USD,GBP,0.773765,2026-03-01 20:26:44
5778,2022-10-25,USD,GBP,0.773164,2026-03-01 20:26:44
5779,2022-10-26,USD,GBP,0.769252,2026-03-01 20:26:44
5780,2022-10-27,USD,GBP,0.769428,2026-03-01 20:26:44
5781,2022-10-28,USD,GBP,0.769787,2026-03-01 20:26:44
5782,2022-10-29,USD,GBP,0.770379,2026-03-01 20:26:44
5783,2022-10-30,USD,GBP,0.773346,2026-03-01 20:26:44
5784,2022-10-31,USD,GBP,0.776646,2026-03-01 20:26:44
5785,2022-11-01,USD,GBP,0.774709,2026-03-01 20:26:44
5786,2022-11-02,USD,GBP,0.772706,2026-03-01 20:26:44
5787,2022-11-03,USD,GBP,0.769341,2026-03-01 20:26:44
5788,2022-11-04,USD,GBP,0.771588,2026-03-01 20:26:44
5789,2022-11-05,USD,GBP,0.776277,2026-03-01 20:26:44
5790,2022-11-06,USD,GBP,0.775247,2026-03-01 20:26:44
5791,2022-11-07,USD,GBP,0.774456,2026-03-01 20:26:44
5792,2022-11-08,USD,GBP,0.779221,2026-03-01 20:26:44
5793,2022-11-09,USD,GBP,0.780865,2026-03-01 20:26:44
5794,2022-11-10,USD,GBP,0.782286,2026-03-01 20:26:44
5795,2022-11-11,USD,GBP,0.778388,2026-03-01 20:26:44
5796,2022-11-12,USD,GBP,0.780597,2026-03-01 20:26:44
5797,2022-11-13,USD,GBP,0.777559,2026-03-01 20:26:44
5798,2022-11-14,USD,GBP,0.773868,2026-03-01 20:26:44
5799,2022-11-15,USD,GBP,0.772739,2026-03-01 20:26:44
5800,2022-11-16,USD,GBP,0.770839,2026-03-01 20:26:44
5801,2022-11-17,USD,GBP,0.770117,2026-03-01 20:26:44
5802,2022-11-18,USD,GBP,0.765477,2026-03-01 20:26:44
5803,2022-11-19,USD,GBP,0.76855,2026-03-01 20:26:44
5804,2022-11-20,USD,GBP,0.772181,2026-03-01 20:26:44
5805,2022-11-21,USD,GBP,0.765903,2026-03-01 20:26:44
5806,2022-11-22,USD,GBP,0.769041,2026-03-01 20:26:44
5807,2022-11-23,USD,GBP,0.766429,2026-03-01 20:26:44
5808,2022-11-24,USD,GBP,0.769177,2026-03-01 20:26:44
5809,2022-11-25,USD,GBP,0.76895,2026-03-01 20:26:44
5810,2022-11-26,USD,GBP,0.769036,2026-03-01 20:26:44
5811,2022-11-27,USD,GBP,0.768433,2026-03-01 20:26:44
5812,2022-11-28,USD,GBP,0.772337,2026-03-01 20:26:44
5813,2022-11-29,USD,GBP,0.768332,2026-03-01 20:26:44
5814,2022-11-30,USD,GBP,0.770283,2026-03-01 20:26:44
5815,2022-12-01,USD,GBP,0.773837,2026-03-01 20:26:44
5816,2022-12-02,USD,GBP,0.776155,2026-03-01 20:26:44
5817,2022-12-03,USD,GBP,0.78374,2026-03-01 20:26:44
5818,2022-12-04,USD,GBP,0.781999,2026-03-01 20:26:44
5819,2022-12-05,USD,GBP,0.785133,2026-03-01 20:26:44
5820,2022-12-06,USD,GBP,0.784778,2026-03-01 20:26:44
5821,2022-12-07,USD,GBP,0.788835,2026-03-01 20:26:44
5822,2022-12-08,USD,GBP,0.788802,2026-03-01 20:26:44
5823,2022-12-09,USD,GBP,0.787515,2026-03-01 20:26:44
5824,2022-12-10,USD,GBP,0.791827,2026-03-01 20:26:44
5825,2022-12-11,USD,GBP,0.790192,2026-03-01 20:26:44
5826,2022-12-12,USD,GBP,0.785524,2026-03-01 20:26:44
5827,2022-12-13,USD,GBP,0.783819,2026-03-01 20:26:44
5828,2022-12-14,USD,GBP,0.785847,2026-03-01 20:26:44
5829,2022-12-15,USD,GBP,0.790434,2026-03-01 20:26:44
5830,2022-12-16,USD,GBP,0.790795,2026-03-01 20:26:44
5831,2022-12-17,USD,GBP,0.795165,2026-03-01 20:26:44
5832,2022-12-18,USD,GBP,0.790649,2026-03-01 20:26:44
